,codigo,nao,sob,br,teor,portal,ww,jus,http,autenticacao,autenticardocumento,asp,senha,pagina,inteiro,penal,pela,i,direito,estado,min,contra,pelo,ap,moraes,alexandre,crimes,pessoas,dia,democratico,denuncia,vogal,ii,crime,violencia,p,n,criminosa,atos,palacio_do_planalto,todos,associacao,ja,lei,foram,publico,republica,mesmo,acao,rd,poderes,grupo,pratica,patrimonio,forma,m,unico,denunciado,ameaca,bem,paragrafo,ainda,caso,assim,geral,grave,manifestantes,l,congresso_nacional,corte,relacao,nq,iv,exercicio,condutas,reu,abolicao,pena,policia,golpe,competencia,foro,ministerio,inq,outros,sentido,meio,prerrogativa,alem,violenta,presente,conforme,fatos,poder,tem,qualquer,r,governo,dano,quanto,parte,emprego,prejuizo,uniao,fim,momento,eett,denunciados,fato,juizo,esta,conduta,defesa,existencia,pelos,silva,militar,circunstancias,rel,sendo,sido,invasao,paulo,praca_dos_tres_poderes,autoria,razao,termos,nesse,portanto,causa,delito,sem,objetivo,seguranca,inclusive,concurso,julgamento,constitucionais,lucia,acusado,c,delitos,demais,seja,participacao,dias,investigados,deve,acoes,anos
emprego,6768.0,2191.0,2890.0,2835.0,2793.0,2791.0,2875.0,2845.0,2907.0,2770.0,2754.0,2744.0,2730.0,2810.0,2772.0,4907.0,4376.0,3868.0,6573.0,7616.0,1549.0,6095.0,1144.0,1988.0,1611.0,1589.0,2240.0,2720.0,1872.0,6235.0,980.0,958.0,3433.0,2923.0,11479.0,581.0,1112.0,2672.0,789.0,2544.0,2597.0,2157.0,585.0,2866.0,903.0,867.0,1086.0,1360.0,976.0,790.0,4207.0,1110.0,1226.0,5887.0,820.0,2606.0,3934.0,1701.0,10553.0,1442.0,3825.0,340.0,1469.0,1030.0,375.0,10488.0,471.0,3097.0,2497.0,293.0,360.0,536.0,2893.0,3270.0,917.0,856.0,3513.0,2032.0,433.0,2825.0,147.0,48.0,387.0,146.0,946.0,96.0,1862.0,52.0,1499.0,3210.0,267.0,492.0,177.0,755.0,385.0,330.0,101.0,2686.0,4067.0,619.0,390.0,12651.0,4838.0,5735.0,1188.0,261.0,351.0,291.0,1026.0,219.0,268.0,792.0,363.0,103.0,259.0,322.0,238.0,331.0,53.0,44.0,220.0,452.0,171.0,2004.0,541.0,249.0,85.0,280.0,224.0,202.0,1048.0,201.0,608.0,770.0,656.0,1287.0,182.0,2663.0,80.0,319.0,318.0,448.0,774.0,252.0,398.0,214.0,0.0,47.0,93.0,1377.0
prejuizo,6095.0,2031.0,2272.0,2532.0,2289.0,2342.0,2474.0,2427.0,2523.0,2304.0,2271.0,2241.0,2160.0,2101.0,2112.0,5044.0,5134.0,5811.0,2742.0,3732.0,1488.0,6646.0,1722.0,1276.0,1090.0,1086.0,1950.0,2266.0,1224.0,2767.0,2232.0,767.0,4875.0,1715.0,6765.0,530.0,2156.0,2530.0,1150.0,2314.0,2918.0,1930.0,565.0,4400.0,2190.0,1030.0,827.0,1434.0,1504.0,682.0,1034.0,1137.0,1012.0,7871.0,869.0,2408.0,4152.0,1222.0,6210.0,1050.0,3982.0,360.0,2302.0,182.0,541.0,6237.0,493.0,1676.0,2094.0,864.0,735.0,447.0,4327.0,314.0,1659.0,237.0,2141.0,1328.0,254.0,2700.0,1193.0,1664.0,367.0,624.0,826.0,692.0,699.0,1619.0,1924.0,2148.0,645.0,491.0,511.0,90.0,1144.0,460.0,940.0,758.0,4580.0,1119.0,66.0,4838.0,12331.0,6848.0,328.0,646.0,459.0,637.0,379.0,123.0,264.0,65.0,240.0,508.0,253.0,141.0,112.0,138.0,532.0,456.0,563.0,557.0,74.0,816.0,696.0,228.0,229.0,270.0,188.0,477.0,833.0,1206.0,561.0,199.0,575.0,2015.0,530.0,185.0,56.0,154.0,503.0,150.0,722.0,656.0,224.0,558.0,827.0,436.0,653.0,1042.0
uniao,6503.0,1822.0,2415.0,2450.0,2195.0,2410.0,2544.0,2495.0,2594.0,2375.0,2342.0,2310.0,2226.0,2179.0,2185.0,5123.0,5280.0,6235.0,3754.0,5593.0,1091.0,9084.0,889.0,1207.0,1035.0,1029.0,3291.0,2834.0,1410.0,3565.0,2354.0,865.0,5129.0,2036.0,7467.0,735.0,2133.0,2325.0,1199.0,2032.0,2603.0,2212.0,103.0,4559.0,1048.0,2036.0,1533.0,928.0,1457.0,865.0,2057.0,838.0,1211.0,9311.0,916.0,2799.0,4848.0,1232.0,7435.0,1003.0,4818.0,502.0,1396.0,656.0,1087.0,7544.0,237.0,2149.0,2865.0,910.0,1076.0,523.0,4818.0,1233.0,1177.0,236.0,2500.0,1144.0,201.0,2996.0,646.0,614.0,1277.0,295.0,433.0,100.0,963.0,618.0,1105.0,2395.0,787.0,471.0,279.0,233.0,466.0,779.0,414.0,1291.0,5492.0,470.0,290.0,5735.0,6848.0,12223.0,747.0,310.0,480.0,496.0,1126.0,407.0,257.0,669.0,176.0,110.0,210.0,254.0,31.0,313.0,59.0,422.0,222.0,277.0,178.0,1054.0,891.0,362.0,402.0,99.0,192.0,316.0,719.0,148.0,250.0,575.0,774.0,1945.0,427.0,698.0,129.0,407.0,722.0,310.0,540.0,182.0,377.0,290.0,343.0,311.0,497.0,603.0
fim,5197.0,4479.0,3276.0,3039.0,2990.0,2870.0,3001.0,2892.0,2940.0,2854.0,2848.0,2845.0,2857.0,2947.0,2906.0,3732.0,2550.0,1767.0,1566.0,2075.0,1396.0,1797.0,1608.0,1990.0,1389.0,1373.0,4013.0,3070.0,1777.0,1310.0,1474.0,1243.0,1692.0,2282.0,1759.0,872.0,1314.0,2389.0,676.0,1616.0,1716.0,2655.0,1364.0,1245.0,1093.0,1064.0,1635.0,1851.0,1625.0,878.0,1135.0,1257.0,1703.0,1002.0,1033.0,1789.0,2244.0,814.0,1361.0,691.0,2153.0,568.0,1198.0,1138.0,817.0,1557.0,1738.0,1229.0,1167.0,293.0,1188.0,467.0,918.0,904.0,881.0,1015.0,786.0,1576.0,1220.0,1110.0,102.0,231.0,915.0,544.0,694.0,487.0,911.0,72.0,773.0,901.0,850.0,798.0,623.0,728.0,251.0,734.0,316.0,1190.0,517.0,687.0,781.0,1188.0,328.0,747.0,12084.0,925.0,439.0,729.0,369.0,325.0,694.0,803.0,573.0,442.0,1065.0,772.0,927.0,473.0,322.0,484.0,545.0,390.0,192.0,1518.0,396.0,876.0,331.0,513.0,700.0,391.0,685.0,135.0,840.0,669.0,348.0,996.0,144.0,793.0,119.0,557.0,751.0,763.0,613.0,525.0,1148.0,467.0,202.0,542.0,390.0,858.0
momento,3997.0,5335.0,3087.0,2784.0,3036.0,2764.0,2754.0,2748.0,2760.0,2745.0,2747.0,2752.0,2790.0,2908.0,2855.0,2495.0,2529.0,1830.0,665.0,799.0,1548.0,1894.0,2013.0,1829.0,963.0,964.0,1462.0,1831.0,1228.0,540.0,1980.0,1452.0,1240.0,801.0,1322.0,904.0,815.0,763.0,1198.0,2769.0,1298.0,791.0,1845.0,512.0,2544.0,2136.0,1240.0,1465.0,850.0,1149.0,1163.0,1110.0,975.0,730.0,490.0,416.0,691.0,1238.0,635.0,524.0,692.0,1012.0,357.0,1452.0,785.0,423.0,2873.0,406.0,1460.0,748.0,526.0,857.0,466.0,643.0,528.0,1129.0,329.0,982.0,1437.0,111.0,385.0,409.0,1208.0,522.0,1702.0,299.0,508.0,409.0,743.0,270.0,2102.0,655.0,1379.0,1309.0,878.0,739.0,284.0,787.0,508.0,641.0,646.0,261.0,646.0,310.0,925.0,12073.0,392.0,855.0,599.0,1117.0,493.0,765.0,720.0,298.0,793.0,317.0,1212.0,493.0,635.0,983.0,791.0,872.0,67.0,666.0,690.0,902.0,85.0,1507.0,1614.0,1049.0,823.0,1096.0,632.0,1429.0,260.0,181.0,103.0,670.0,305.0,401.0,55.0,245.0,299.0,380.0,217.0,188.0,363.0,1143.0,749.0,470.0
eett,10123.0,3036.0,9677.0,8550.0,11297.0,8677.0,7975.0,8208.0,7742.0,8913.0,9150.0,9388.0,10102.0,11535.0,11055.0,2281.0,1517.0,1060.0,1385.0,1355.0,8815.0,1513.0,1643.0,16.0,9255.0,9042.0,1113.0,1530.0,2393.0,844.0,1498.0,45.0,1094.0,1015.0,743.0,11771.0,2932.0,946.0,1778.0,460.0,1083.0,1790.0,777.0,945.0,959.0,985.0,484.0,944.0,700.0,0.0,619.0,2141.0,608.0,781.0,564.0,552.0,770.0,1533.0,624.0,381.0,770.0,753.0,663.0,861.0,445.0,588.0,539.0,633.0,485.0,501.0,336.0,0.0,630.0,348.0,638.0,14.0,440.0,279.0,568.0,230.0,421.0,391.0,807.0,274.0,358.0,340.0,654.0,345.0,890.0,388.0,513.0,890.0,293.0,501.0,627.0,429.0,563.0,235.0,419.0,43.0,217.0,351.0,459.0,480.0,439.0,392.0,12050.0,1259.0,385.0,119.0,982.0,285.0,497.0,348.0,449.0,463.0,247.0,331.0,367.0,567.0,326.0,240.0,1476.0,479.0,415.0,179.0,274.0,249.0,356.0,357.0,177.0,246.0,343.0,127.0,501.0,210.0,94.0,169.0,2278.0,200.0,382.0,209.0,451.0,267.0,667.0,562.0,404.0,548.0,457.0,426.0
denunciados,4307.0,5027.0,3304.0,3508.0,3132.0,3058.0,3128.0,3074.0,3132.0,3008.0,2990.0,2977.0,2943.0,2987.0,2974.0,2518.0,1438.0,2550.0,1600.0,1397.0,1460.0,2336.0,1931.0,380.0,1159.0,1150.0,2140.0,2289.0,1427.0,998.0,1769.0,1725.0,1320.0,1072.0,948.0,1557.0,2105.0,1618.0,2533.0,1408.0,2043.0,2106.0,1229.0,1149.0,1743.0,1248.0,654.0,1216.0,623.0,1471.0,838.0,2294.0,1230.0,1110.0,1908.0,536.0,907.0,1130.0,585.0,915.0,756.0,1250.0,1124.0,1504.0,797.0,582.0,581.0,609.0,1362.0,963.0,2317.0,1344.0,580.0,774.0,1359.0,153.0,553.0,217.0,515.0,403.0,863.0,1872.0,673.0,943.0,1418.0,825.0,582.0,1639.0,1132.0,481.0,1133.0,702.0,1345.0,638.0,755.0,622.0,135.0,382.0,322.0,303.0,606.0,291.0,637.0,496.0,729.0,855.0,1259.0,12032.0,707.0,495.0,261.0,659.0,561.0,399.0,1108.0,523.0,377.0,616.0,405.0,728.0,1030.0,230.0,939.0,888.0,378.0,423.0,271.0,448.0,905.0,483.0,544.0,1313.0,550.0,196.0,383.0,591.0,651.0,357.0,1395.0,95.0,176.0,1056.0,750.0,229.0,853.0,348.0,1456.0,476.0,844.0,112.0
fato,4519.0,5688.0,3213.0,2924.0,3025.0,2896.0,2929.0,2919.0,2944.0,2888.0,2883.0,2881.0,2910.0,3053.0,2973.0,4584.0,2008.0,2442.0,2848.0,1646.0,2155.0,1996.0,2698.0,1885.0,1192.0,1223.0,1961.0,2199.0,676.0,749.0,2588.0,1547.0,2150.0,3593.0,1543.0,999.0,473.0,948.0,969.0,462.0,1091.0,444.0,612.0,954.0,365.0,1639.0,829.0,1825.0,1605.0,832.0,655.0,317.0,587.0,1079.0,1161.0,234.0,1174.0,526.0,1312.0,856.0,1124.0,1598.0,770.0,1559.0,900.0,1474.0,311.0,517.0,177.0,1091.0,1737.0,667.0,903.0,610.0,639.0,1000.0,303.0,1947.0,264.0,246.0,1076.0,1093.0,1419.0,763.0,312.0,866.0,613.0,928.0,698.0,210.0,761.0,545.0,474.0,259.0,446.0,1131.0,274.0,274.0,964.0,739.0,1200.0,1026.0,379.0,1126.0,369.0,599.0,385.0,707.0,11888.0,491.0,527.0,1461.0,569.0,286.0,322.0,485.0,408.0,2772.0,1063.0,584.0,765.0,253.0,803.0,144.0,1085.0,515.0,709.0,385.0,735.0,529.0,666.0,780.0,557.0,121.0,300.0,1145.0,236.0,224.0,367.0,1247.0,459.0,784.0,272.0,607.0,1059.0,433.0,684.0,1550.0,517.0,567.0
juizo,3586.0,5956.0,2844.0,2742.0,2573.0,2711.0,2810.0,2775.0,2848.0,2681.0,2655.0,2633.0,2581.0,2541.0,2541.0,4839.0,2693.0,2409.0,1356.0,1204.0,1556.0,1795.0,2085.0,1516.0,704.0,707.0,1809.0,880.0,853.0,773.0,1870.0,1504.0,1058.0,1143.0,750.0,631.0,508.0,470.0,576.0,1465.0,435.0,178.0,1066.0,1369.0,1135.0,1686.0,986.0,854.0,1421.0,1177.0,948.0,532.0,758.0,523.0,1046.0,347.0,461.0,521.0,180.0,1232.0,462.0,620.0,658.0,1713.0,1130.0,91.0,687.0,336.0,448.0,1830.0,1053.0,968.0,514.0,1662.0,775.0,1986.0,98.0,269.0,381.0,84.0,2331.0,1400.0,1295.0,1032.0,309.0,845.0,508.0,1182.0,718.0,245.0,1219.0,919.0,375.0,456.0,753.0,1020.0,112.0,307.0,425.0,767.0,713.0,219.0,123.0,407.0,325.0,1117.0,119.0,495.0,491.0,11732.0,798.0,455.0,530.0,1240.0,213.0,415.0,363.0,481.0,723.0,159.0,574.0,885.0,231.0,537.0,687.0,999.0,786.0,221.0,189.0,1260.0,408.0,621.0,98.0,879.0,338.0,190.0,1041.0,113.0,148.0,422.0,665.0,36.0,258.0,606.0,891.0,481.0,712.0,403.0,585.0,120.0
esta,3908.0,4859.0,2836.0,2850.0,2736.0,2663.0,2711.0,2693.0,2732.0,2650.0,2640.0,2632.0,2631.0,2693.0,2659.0,2399.0,1922.0,1265.0,2837.0,1840.0,3028.0,513.0,2099.0,1868.0,2180.0,2200.0,1549.0,1526.0,1255.0,1360.0,1666.0,769.0,681.0,1999.0,658.0,1148.0,1085.0,1894.0,1021.0,1550.0,1732.0,1561.0,1747.0,601.0,965.0,872.0,315.0,791.0,497.0,639.0,387.0,1152.0,1144.0,588.0,963.0,804.0,1086.0,816.0,531.0,873.0,1057.0,739.0,760.0,1194.0,320.0,387.0,540.0,944.0,921.0,3728.0,623.0,425.0,518.0,1567.0,784.0,587.0,899.0,411.0,1062.0,1013.0,965.0,650.0,768.0,1139.0,541.0,934.0,657.0,463.0,410.0,862.0,398.0,1023.0,1327.0,644.0,1536.0,433.0,352.0,266.0,456.0,732.0,433.0,268.0,264.0,257.0,694.0,493.0,982.0,261.0,527.0,798.0,11673.0,438.0,1975.0,438.0,722.0,768.0,429.0,1236.0,1104.0,786.0,1011.0,329.0,379.0,675.0,854.0,1042.0,202.0,393.0,543.0,488.0,374.0,667.0,278.0,152.0,326.0,207.0,546.0,151.0,1259.0,1192.0,252.0,737.0,853.0,164.0,660.0,783.0,381.0,208.0,347.0,592.0
conduta,4507.0,5831.0,2592.0,2462.0,2323.0,2314.0,2370.0,2349.0,2394.0,2299.0,2286.0,2277.0,2261.0,2319.0,2271.0,4754.0,2396.0,1338.0,2896.0,2536.0,2181.0,1739.0,2242.0,1410.0,1004.0,1003.0,2821.0,1217.0,507.0,1527.0,2570.0,1122.0,1180.0,3255.0,1972.0,1222.0,1172.0,1263.0,835.0,374.0,1053.0,907.0,778.0,1198.0,274.0,759.0,515.0,1880.0,1452.0,738.0,1310.0,331.0,712.0,398.0,1209.0,1012.0,711.0,1495.0,1380.0,1437.0,743.0,1076.0,1367.0,782.0,154.0,1542.0,195.0,776.0,53.0,783.0,1269.0,622.0,261.0,1581.0,1406.0,1585.0,385.0,1300.0,45.0,931.0,189.0,70.0,517.0,269.0,576.0,1054.0,1412.0,70.0,653.0,378.0,686.0,947.0,736.0,759.0,495.0,1076.0,274.0,859.0,721.0,908.0,1258.0,792.0,65.0,669.0,803.0,765.0,285.0,659.0,1461.0,455.0,438.0,11438.0,1202.0,374.0,480.0,231.0,221.0,1146.0,1404.0,365.0,271.0,243.0,476.0,195.0,971.0,663.0,484.0,1272.0,846.0,633.0,1132.0,977.0,846.0,269.0,284.0,627.0,536.0,444.0,64.0,1716.0,264.0,603.0,470.0,948.0,1188.0,246.0,94.0,941.0,262.0,253.0
defesa,4596.0,4480.0,2931.0,2718.0,2673.0,2710.0,2762.0,2732.0,2794.0,2659.0,2641.0,2627.0,2606.0,2624.0,2612.0,3878.0,3753.0,1276.0,4262.0,1799.0,2948.0,2116.0,1833.0,2119.0,1769.0,1764.0,1476.0,793.0,1176.0,1092.0,3645.0,732.0,787.0,1551.0,671.0,777.0,594.0,1112.0,747.0,853.0,1510.0,1036.0,1049.0,1389.0,2007.0,972.0,1123.0,1154.0,1430.0,592.0,387.0,351.0,1169.0,563.0,1356.0,633.0,913.0,898.0,401.0,766.0,933.0,594.0,352.0,913.0,1062.0,321.0,816.0,763.0,93.0,1996.0,481.0,507.0,452.0,3607.0,1633.0,1640.0,635.0,296.0,241.0,460.0,274.0,50.0,630.0,825.0,362.0,717.0,659.0,48.0,377.0,630.0,369.0,748.0,2018.0,524.0,402.0,908.0,223.0,242.0,448.0,669.0,308.0,363.0,240.0,176.0,573.0,720.0,497.0,561.0,569.0,530.0,1975.0,1202.0,11423.0,504.0,761.0,553.0,150.0,1232.0,1665.0,351.0,1319.0,611.0,297.0,147.0,1547.0,589.0,850.0,773.0,744.0,929.0,142.0,498.0,148.0,1089.0,300.0,414.0,752.0,510.0,139.0,2245.0,306.0,336.0,305.0,203.0,520.0,579.0,220.0,419.0,247.0,20.0
existencia,3977.0,4761.0,3066.0,2410.0,2445.0,2378.0,2417.0,2398.0,2441.0,2373.0,2370.0,2370.0,2389.0,2455.0,2411.0,4179.0,1187.0,1373.0,1548.0,1648.0,1680.0,736.0,1485.0,1298.0,1425.0,1423.0,3281.0,1748.0,1408.0,867.0,4134.0,989.0,1881.0,2679.0,192.0,802.0,366.0,1507.0,1530.0,817.0,965.0,838.0,576.0,622.0,421.0,1714.0,867.0,697.0,2906.0,1029.0,106.0,278.0,2001.0,522.0,886.0,391.0,587.0,734.0,104.0,670.0,453.0,1403.0,1263.0,1073.0,791.0,166.0,128.0,215.0,690.0,1681.0,1143.0,865.0,344.0,627.0,2513.0,329.0,424.0,808.0,43.0,574.0,1774.0,1836.0,1284.0,1350.0,618.0,420.0,210.0,1842.0,490.0,535.0,1559.0,916.0,1191.0,440.0,603.0,676.0,264.0,147.0,154.0,495.0,804.0,103.0,508.0,110.0,442.0,298.0,348.0,399.0,286.0,1240.0,438.0,374.0,504.0,11348.0,102.0,757.0,8.0,1696.0,742.0,2232.0,319.0,597.0,251.0,71.0,3622.0,316.0,344.0,310.0,749.0,2812.0,538.0,350.0,227.0,242.0,667.0,1215.0,175.0,44.0,184.0,546.0,410.0,1591.0,286.0,1614.0,1144.0,563.0,1698.0,340.0,901.0,225.0
pelos,4604.0,2658.0,2708.0,3046.0,2551.0,2872.0,3114.0,2872.0,2978.0,2729.0,2687.0,2648.0,2550.0,2452.0,2493.0,3001.0,2520.0,1648.0,2056.0,2003.0,1448.0,1430.0,2044.0,1875.0,1413.0,1428.0,2618.0,1416.0,1463.0,1792.0,1290.0,874.0,1190.0,931.0,1491.0,649.0,1154.0,2078.0,913.0,1745.0,1486.0,2110.0,1697.0,1392.0,2118.0,1035.0,1059.0,604.0,1819.0,479.0,1726.0,1159.0,1427.0,1302.0,2178.0,1208.0,1495.0,1485.0,843.0,383.0,1498.0,707.0,545.0,506.0,789.0,500.0,2255.0,1246.0,961.0,507.0,940.0,368.0,1232.0,1502.0,476.0,1069.0,1120.0,487.0,873.0,709.0,107.0,152.0,591.0,403.0,806.0,826.0,580.0,29.0,988.0,908.0,495.0,931.0,807.0,589.0,277.0,577.0,753.0,1090.0,616.0,660.0,621.0,259.0,253.0,210.0,1065.0,793.0,449.0,1108.0,322.0,213.0,722.0,480.0,761.0,102.0,11314.0,648.0,837.0,161.0,391.0,334.0,547.0,448.0,282.0,274.0,471.0,680.0,866.0,1010.0,1223.0,613.0,265.0,310.0,908.0,1179.0,218.0,483.0,348.0,1156.0,339.0,345.0,894.0,900.0,480.0,322.0,274.0,483.0,208.0,457.0,285.0,326.0
silva,4290.0,1668.0,2611.0,2694.0,2235.0,2455.0,2505.0,2480.0,2534.0,2412.0,2393.0,2376.0,2338.0,2248.0,2227.0,2847.0,2946.0,1863.0,2120.0,1953.0,1079.0,2412.0,1339.0,1032.0,1518.0,1490.0,1164.0,1724.0,1662.0,1872.0,2121.0,788.0,1488.0,1364.0,789.0,887.0,989.0,1296.0,1009.0,1882.0,1627.0,1265.0,1207.0,814.0,1359.0,1189.0,1784.0,433.0,688.0,804.0,929.0,700.0,1374.0,682.0,699.0,1128.0,1699.0,1000.0,570.0,956.0,1718.0,837.0,378.0,483.0,1561.0,386.0,936.0,1409.0,741.0,1100.0,942.0,738.0,814.0,392.0,1509.0,1588.0,898.0,626.0,1247.0,575.0,185.0,855.0,874.0,364.0,491.0,412.0,1145.0,790.0,447.0,816.0,661.0,338.0,632.0,96.0,121.0,241.0,568.0,463.0,394.0,493.0,298.0,322.0,141.0,254.0,772.0,317.0,463.0,523.0,485.0,415.0,768.0,231.0,553.0,757.0,648.0,11298.0,1434.0,604.0,0.0,965.0,347.0,565.0,200.0,654.0,473.0,649.0,607.0,336.0,1061.0,149.0,115.0,98.0,370.0,111.0,522.0,688.0,343.0,579.0,391.0,536.0,973.0,795.0,359.0,562.0,466.0,725.0,1166.0,171.0,430.0,670.0
militar,2619.0,3480.0,2629.0,2455.0,2401.0,2308.0,2375.0,2349.0,2403.0,2292.0,2278.0,2269.0,2262.0,2313.0,2280.0,585.0,2387.0,542.0,1784.0,2371.0,1067.0,1929.0,2121.0,1869.0,1009.0,970.0,587.0,2449.0,2481.0,1845.0,378.0,848.0,142.0,518.0,1694.0,464.0,694.0,774.0,1428.0,2909.0,897.0,767.0,1882.0,174.0,1296.0,1117.0,1951.0,993.0,343.0,549.0,2536.0,2188.0,839.0,347.0,394.0,179.0,159.0,916.0,373.0,632.0,90.0,600.0,290.0,478.0,921.0,444.0,3606.0,95.0,1667.0,229.0,203.0,476.0,139.0,1080.0,152.0,971.0,921.0,40.0,4585.0,937.0,28.0,0.0,228.0,16.0,1513.0,654.0,746.0,0.0,734.0,368.0,279.0,495.0,1243.0,1553.0,511.0,319.0,17.0,2518.0,181.0,563.0,465.0,238.0,112.0,31.0,927.0,1212.0,247.0,377.0,408.0,363.0,429.0,221.0,150.0,8.0,837.0,1434.0,11295.0,95.0,74.0,228.0,233.0,1060.0,113.0,815.0,149.0,200.0,47.0,701.0,224.0,90.0,103.0,336.0,1542.0,1101.0,1011.0,27.0,61.0,1506.0,218.0,214.0,144.0,242.0,666.0,173.0,102.0,235.0,93.0,48.0,124.0,33.0
circunstancias,4902.0,4943.0,3340.0,2702.0,2861.0,2685.0,2689.0,2713.0,2694.0,2688.0,2694.0,2704.0,2747.0,2896.0,2832.0,3971.0,1763.0,1468.0,1946.0,983.0,2646.0,1399.0,2187.0,2199.0,1487.0,1470.0,1133.0,1893.0,977.0,652.0,1951.0,920.0,1759.0,3371.0,995.0,699.0,426.0,984.0,967.0,828.0,774.0,792.0,775.0,1006.0,722.0,1839.0,1039.0,771.0,1181.0,685.0,508.0,545.0,1489.0,474.0,782.0,481.0,1111.0,630.0,457.0,461.0,1170.0,1788.0,2803.0,823.0,915.0,462.0,511.0,666.0,579.0,1305.0,1425.0,547.0,541.0,1015.0,1061.0,1829.0,313.0,3008.0,279.0,297.0,377.0,863.0,1664.0,1024.0,564.0,468.0,467.0,763.0,419.0,404.0,722.0,704.0,1727.0,248.0,131.0,890.0,89.0,201.0,378.0,597.0,605.0,331.0,138.0,313.0,473.0,493.0,331.0,616.0,2772.0,481.0,1236.0,1146.0,1232.0,1696.0,161.0,604.0,95.0,11277.0,868.0,602.0,704.0,699.0,201.0,164.0,1267.0,553.0,529.0,25.0,930.0,379.0,1327.0,243.0,257.0,215.0,373.0,1317.0,137.0,429.0,352.0,1942.0,193.0,758.0,774.0,375.0,477.0,774.0,793.0,1822.0,391.0,811.0
rel,4382.0,5099.0,2658.0,2703.0,2733.0,2676.0,2763.0,2742.0,2795.0,2653.0,2634.0,2615.0,2560.0,2511.0,2519.0,4428.0,1787.0,1976.0,2221.0,1570.0,10686.0,1133.0,1904.0,2584.0,3276.0,3298.0,932.0,460.0,142.0,1089.0,2944.0,993.0,1219.0,2940.0,217.0,2103.0,776.0,969.0,589.0,224.0,1291.0,879.0,794.0,707.0,212.0,1007.0,838.0,1138.0,1252.0,932.0,475.0,42.0,354.0,189.0,995.0,833.0,594.0,672.0,310.0,367.0,594.0,339.0,1395.0,919.0,818.0,211.0,4.0,597.0,276.0,1986.0,639.0,656.0,291.0,1436.0,662.0,685.0,638.0,843.0,68.0,640.0,886.0,1226.0,912.0,3972.0,444.0,1521.0,554.0,1189.0,341.0,633.0,1467.0,722.0,827.0,735.0,268.0,905.0,369.0,162.0,534.0,226.0,306.0,53.0,532.0,59.0,322.0,635.0,367.0,405.0,1063.0,723.0,1104.0,1404.0,1665.0,742.0,391.0,0.0,74.0,868.0,11115.0,331.0,619.0,249.0,53.0,47.0,1088.0,641.0,229.0,1559.0,711.0,1145.0,350.0,649.0,54.0,120.0,166.0,127.0,995.0,121.0,844.0,762.0,191.0,49.0,514.0,369.0,506.0,2276.0,714.0,995.0,567.0,167.0
sendo,3482.0,2617.0,2435.0,2555.0,2421.0,2334.0,2376.0,2358.0,2395.0,2328.0,2323.0,2320.0,2327.0,2406.0,2372.0,2278.0,1331.0,1617.0,1176.0,1521.0,1609.0,1077.0,1373.0,1300.0,2035.0,2059.0,1350.0,1831.0,1421.0,330.0,1688.0,799.0,1474.0,1963.0,157.0,587.0,970.0,656.0,1684.0,1521.0,1187.0,572.0,2402.0,1240.0,3069.0,671.0,1511.0,424.0,1461.0,651.0,553.0,503.0,509.0,992.0,860.0,185.0,246.0,544.0,52.0,1112.0,267.0,1345.0,564.0,1043.0,1167.0,82.0,916.0,525.0,812.0,1308.0,482.0,527.0,253.0,397.0,1258.0,705.0,335.0,846.0,442.0,287.0,1088.0,1396.0,328.0,623.0,583.0,656.0,12.0,1351.0,602.0,287.0,950.0,441.0,849.0,233.0,366.0,592.0,567.0,184.0,252.0,384.0,407.0,44.0,456.0,422.0,484.0,983.0,567.0,728.0,584.0,159.0,786.0,365.0,351.0,2232.0,334.0,965.0,228.0,602.0,331.0,10789.0,554.0,829.0,226.0,244.0,1150.0,410.0,579.0,478.0,1338.0,998.0,544.0,342.0,325.0,838.0,914.0,560.0,337.0,93.0,555.0,584.0,410.0,521.0,172.0,666.0,457.0,877.0,1478.0,316.0,244.0,850.0
sido,3808.0,4826.0,2795.0,2681.0,2788.0,2534.0,2578.0,2560.0,2597.0,2524.0,2519.0,2516.0,2526.0,2583.0,2550.0,2873.0,2914.0,1898.0,729.0,506.0,1581.0,1568.0,2003.0,2074.0,1245.0,1156.0,921.0,2111.0,831.0,308.0,1002.0,1272.0,1633.0,1375.0,972.0,465.0,967.0,749.0,909.0,1638.0,973.0,454.0,1782.0,346.0,1614.0,449.0,857.0,2513.0,1260.0,731.0,292.0,351.0,355.0,375.0,1352.0,115.0,322.0,1089.0,704.0,1256.0,329.0,1329.0,2311.0,984.0,937.0,341.0,1004.0,123.0,386.0,1828.0,2225.0,594.0,126.0,822.0,989.0,992.0,66.0,202.0,824.0,342.0,1930.0,1408.0,300.0,1606.0,1221.0,747.0,416.0,843.0,416.0,114.0,889.0,496.0,1241.0,369.0,1175.0,1464.0,128.0,300.0,13.0,373.0,629.0,220.0,563.0,222.0,545.0,791.0,326.0,1030.0,765.0,574.0,1011.0,271.0,1319.0,319.0,547.0,347.0,233.0,704.0,619.0,554.0,10700.0,97.0,345.0,406.0,290.0,681.0,1039.0,405.0,564.0,377.0,548.0,779.0,365.0,933.0,551.0,1438.0,1245.0,101.0,13.0,738.0,135.0,489.0,510.0,311.0,383.0,502.0,787.0,772.0,391.0,141.0
